% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_quality_train_named
% Instances: 981
% Target attribute: website_score (numeric, 0-100)
%
% Attribute 1 is the university name, present only so Weka can label its
% predictions. It must NOT reach the model: wrap the scheme in
%   weka.classifiers.meta.FilteredClassifier
%     -F "weka.filters.unsupervised.attribute.Remove -R 1"
% and set 'Output predictions' to also output attribute 1.

@relation website_quality_train_named

@attribute university string
@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute website_score numeric

@data
'Duy Tan University',1,0,0,1,0,0,1,1,1,2,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,15.43,0,1,0,0,0,0,0,100,1,0,1,0,1,1,92.5,0,0,0,0,0,-0.636217,4,0,45
'Southwest Jiaotong University',1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0.292462,3650,1,45
'Universiti Brunei Darussalam',1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,5.33,0,1,1,0,0,0,0,90,1,2,1,1,1,0,21.1,0,1,0,0,1.09861,1.12984,8,0,45
'Central China Normal University',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,12.63,0,1,0,0,0,0,0,75,0,0,1,0,0,0,0,0,1,0,0,0,0.117481,3650,1,45
'Huazhong University of Science and Technology',1,0,0,1,0,0,0,0,1,1,1,1,3,1,1,1,1,1,1,2,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,0,2,1,0,0,0,1.2,0,0,0,0,1.09861,-0.10004,19,0,45
'University of Oviedo',1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,21,0,1,1,0,0,0,0,75,1,0,0,1,1,0,100,0,1,0,0,0,-0.072985,6,0,45
'University of Agriculture Faisalabad',1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,4.87,0,1,1,0,0,0,0,75,1,1,1,0,1,0,12.5,0,1,0,0,0.693147,-0.762853,3,0,45
'GIK Institute of Engineering Sciences and Technology',1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,8.32,0,1,1,0,0,0,0,90,1,2,1,1,1,0,3.4,0,1,0,0,1.09861,0.442436,12,0,45
'Bahria University',1,0,0,0,0,0,0,1,0,0,0,1,4,1,0,1,1,1,1,4,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,15.43,0,1,0,0,0,0,0,75,1,0,1,0,0,0,65.5,0,1,1,0,0,-0.934106,3650,1,45
'University of Management and Technology',1,0,0,1,0,0,0,1,1,1,1,1,2,1,0,1,0,1,1,7,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1.49,0,1,0,1,0,0,1,75,1,0,1,0,1,0,7.4,0,1,1,0,0,-0.792997,3650,1,45
'University of Engineering and Technology Taxila',1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,4.81,0,1,1,0,0,0,0,75,1,2,1,0,0,1,90.8,0,1,0,0,1.09861,0.335708,3650,1,45
'Tezpur University',1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,16.97,0,1,0,0,0,0,0,20,1,3,0,1,1,1,48.9,0,0,1,0,1.38629,-0.699305,0,0,45
'All India Institute of Medical Sciences Delhi',1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,10.86,0,1,1,0,0,0,0,20,1,0,1,0,0,0,22,0,0,1,0,0,-0.468904,314,0,45
'University of Calicut',0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,1,1,0,73.2,0,1,0,0,0,-0.643253,0,0,45
'Nelson Mandela University',1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,15.43,0,1,0,0,0,0,1,75,1,0,1,1,1,0,0,0,0,0,0,0,1.2419,0,0,45
'Mansoura University',1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,1,1,1,50.6,0,1,1,0,0,-0.616636,5,0,45
'University of Silesia in Katowice',1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,13.65,0,1,1,0,0,0,0,90,1,0,1,1,1,0,100,0,1,1,0,0,1.29436,71,0,45
'Silesian University of Technology',1,0,0,1,1,0,0,1,1,0,1,1,10,1,1,1,0,1,1,20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,90,1,0,1,1,1,0,60.1,0,1,1,0,0,-0.217906,1,0,45
'Vrije Universiteit Amsterdam',1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,11.04,0,1,0,0,0,0,0,75,1,0,0,1,1,0,0,0,1,1,0,0,0.892235,0,0,45
'Osmania University',1,0,0,1,0,0,0,1,1,2,1,1,10,1,1,1,1,1,1,9,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,9.74,0,1,1,1,0,0,0,75,1,0,0,0,0,0,20,0,1,1,0,0,0.4659,0,0,45
'O.P. Jindal Global University',1,0,0,1,0,0,0,1,1,1,1,1,10,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,12.63,0,1,1,1,0,0,0,75,1,0,1,1,1,1,98.2,0,1,0,0,0,0.0508841,3650,1,45
'Amrita Vishwa Vidyapeetham',1,0,0,1,0,0,0,1,1,3,1,1,10,0,1,1,1,1,1,14,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,1,96,0,1,1,0,0,0.127141,0,0,45
'University of Calcutta',1,0,0,0,0,0,0,1,1,1,1,1,6,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,19.11,0,1,1,0,0,0,0,75,1,1,0,0,1,0,1.2,0,1,0,0,0.693147,-0.717392,3650,1,45
'Universitas Negeri Yogyakarta',1,0,0,1,0,0,0,0,1,1,1,1,4,0,1,1,0,1,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.54,0,1,1,0,0,0,0,75,1,0,1,0,1,1,60,0,1,0,0,0,0.416874,8,0,45
'Indian Institute of Technology Roorkee',1,0,0,0,0,0,0,1,0,0,1,1,8,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,21,0,1,0,0,0,1,0,75,1,0,1,1,0,0,65.3,0,0,1,0,0,0.0991153,42,0,45
'Savitribai Phule Pune University',1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1.38,0,0,0,0,0,0,0,0,1,2,1,1,1,1,63.6,0,1,0,0,1.09861,-0.820372,3650,1,45
'Multimedia University',1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,12.63,0,1,1,1,0,1,0,90,1,0,1,1,1,1,40.8,0,1,0,0,0,-0.50739,3650,1,45
'Universiti Teknologi MARA',1,0,0,1,1,0,1,1,1,1,1,1,7,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,2.85,0,1,1,0,0,0,0,90,1,1,0,1,1,0,93.8,0,1,1,0,0.693147,-0.297494,0,0,45
'University of the Free State',1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,12.63,0,1,0,0,0,0,0,75,1,0,0,1,1,0,66.7,0,1,0,0,0,0.820465,3650,1,45
'Rhodes University',1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,5.33,0,0,1,0,0,0,0,75,1,2,1,1,0,1,50,0,1,0,0,1.09861,-0.691948,3650,1,45
'Nankai University',1,0,0,1,1,0,0,0,0,0,1,1,10,0,1,1,0,1,1,3,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,1,2,1,0,0,0,0,0,0,0,0,1.09861,-0.141979,35,0,45
'Tianjin University',1,0,0,1,1,0,0,0,1,1,1,1,10,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,0,2,1,1,0,0,0.6,0,1,0,0,1.09861,0.00751692,1,0,45
'University of the East',1,0,0,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,13.2,0,1,1,1,0,1,0,75,1,0,0,1,1,1,1.1,0,1,0,0,0,1.88193,19,0,45
'Tsinghua University',1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,1,75,1,0,1,0,0,0,0,0,0,0,0,0,0.141762,3650,1,45
'University of L\'Aquila',1,0,0,1,0,0,0,1,1,0,1,1,8,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,19.65,0,1,0,0,0,0,0,75,1,0,1,0,0,0,100,0,1,1,0,0,0.326668,3650,1,45
'Peking University',0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,1,1,0,0,0,0,0,0,0,-0.00271701,15,0,45
'Shanghai Jiao Tong University',1,0,0,1,1,0,0,1,0,0,1,1,10,1,1,1,0,1,1,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,17.4,0,1,1,0,0,0,0,75,1,0,1,0,1,1,0,0,1,1,0,0,2.15203,6,0,45
'Zhejiang University',1,0,0,0,0,0,0,0,0,0,1,1,10,0,1,1,1,1,1,3,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,10.16,0,1,1,0,0,0,0,75,1,0,1,0,0,0,20,0,1,0,0,0,-0.346657,18,0,45
'Pennsylvania State University',1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,21,0,0,0,0,0,0,0,90,1,1,1,1,1,1,90,0,1,1,0,0.693147,-0.390333,3650,1,45
'Maldives National University',1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,7.19,0,1,1,1,0,0,0,75,1,1,1,0,1,1,0,0,1,0,0,0.693147,2.39205,0,0,45
'University of Szeged',1,0,0,1,0,0,0,1,1,0,1,1,6,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,14.31,0,1,0,0,0,1,0,75,1,0,1,1,1,0,100,0,1,1,0,0,1.33144,40,0,45
'Meiji University',1,0,0,1,0,0,0,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,21,0,1,1,0,0,0,0,75,1,0,0,1,1,0,11.8,0,1,0,0,0,-0.107063,4,0,45
'Sun Yat-sen University',1,0,0,1,0,0,0,1,0,0,1,1,10,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,12.63,0,1,1,0,0,0,0,75,1,1,1,0,1,0,0,0,1,0,0,0.693147,0.700013,4,0,45
'Wuhan University',1,0,0,1,0,0,0,0,0,0,0,1,4,1,1,1,0,1,1,6,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,0,0,0,5.1,0,1,0,0,0,0.555333,4,0,45
'University of Nigeria Nsukka',1,0,0,1,0,1,0,0,1,1,1,1,10,1,1,1,1,1,1,5,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,8.86,0,1,0,0,0,0,0,90,1,0,1,1,1,1,54.7,0,1,0,0,0,-1.1117,0,0,45
'Covenant University',1,0,0,0,0,0,0,1,1,1,0,1,9,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,19.95,0,1,1,0,0,0,0,90,1,0,1,1,1,1,71.8,0,1,0,0,0,-0.347784,29,0,45
'Sungkyunkwan University',1,0,0,1,0,0,1,1,0,0,1,1,10,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,12.63,0,1,0,0,0,0,1,75,1,0,1,1,1,1,88.7,0,1,0,0,0,1.30883,3650,1,45
'Macquarie University',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,11.53,0,1,0,0,0,0,0,75,1,0,1,1,1,1,60,0,1,0,0,0,0.221322,3650,1,45
'Shandong University',1,0,0,1,0,0,0,0,0,0,1,1,8,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,75,1,0,1,0,0,0,0,0,0,0,0,0,0.100224,7,0,45
'Central South University',1,0,0,1,0,0,0,0,0,0,1,1,3,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.4,0,0,0,0,0,-0.0408434,291,0,45
'Xiamen University',1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,1,0,1,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,1,0,1,0,0,0,0,0,0,0,0,0,0.631385,4,0,45
'Southeast University',1,0,0,1,0,0,0,0,0,0,1,1,6,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,15.72,0,1,0,0,0,1,0,75,1,0,1,1,1,0,0,0,0,0,0,0,-0.146995,4,0,45
'Case Western Reserve University',1,0,0,0,0,0,0,1,0,0,1,1,10,1,0,1,0,1,1,7,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,100,1,0,0,1,1,1,59.4,0,1,0,0,0,0.44495,3650,1,45
'Kenyatta University',1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,5.33,0,1,1,0,0,0,0,90,1,0,0,1,1,1,18.8,0,1,0,0,0,1.62281,6,0,45
'University of Birmingham',1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,0,1,90,1,0,1,1,1,0,38.1,0,1,1,0,0,-1.38816,1,0,45
'Yunnan University',1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,75,0,0,1,1,0,0,77.3,0,0,0,0,0,1.00021,11,0,45
'University of Peradeniya',1,0,0,0,1,0,0,1,1,1,1,1,10,1,1,1,0,1,1,2,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,0,0,0,0,0,0,75,1,0,1,0,1,1,97.1,0,1,0,0,0,3.84468,5,0,45
'Hellenic Mediterranean University',1,0,0,1,1,0,0,0,0,0,0,1,8,1,1,1,1,1,1,3,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,5.74,0,1,1,0,0,1,0,90,1,0,1,1,1,0,51.9,0,1,1,0,0,1.14514,26,0,45
'Beijing Jiaotong University',1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,12.82,0,1,0,0,0,0,0,75,0,1,0,0,1,0,0,0,0,0,0,0.693147,-0.229268,3650,1,45
'University of Guanajuato',1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,12.63,0,0,0,0,0,0,0,75,1,2,0,1,1,1,90,0,1,0,0,1.09861,1.0241,3650,1,45
'Ocean University of China',1,0,0,0,0,0,0,1,0,0,1,1,10,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,75,0,2,1,1,1,0,0,0,0,0,0,1.09861,0.147381,82,0,45
'University of Calgary',1,0,0,1,0,0,0,1,0,0,0,1,10,0,1,1,1,1,1,20,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,10.86,0,1,1,0,0,0,1,100,1,0,1,1,1,1,72.7,0,1,0,0,0,0.256638,0,0,45
'Swinburne University of Technology',1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,11.98,0,1,1,1,0,1,1,100,1,0,1,1,0,1,65.2,0,1,1,0,0,-0.150676,95,0,45
'Griffith University',0,0,0,1,0,1,1,1,0,0,1,1,3,0,1,1,0,0,1,2,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,21,0,1,0,0,0,0,0,75,1,0,1,1,1,1,0,0,1,0,0,0,0.298069,0,0,45
'University of Louisville',1,0,0,1,0,0,0,0,1,1,0,1,5,0,1,1,1,1,1,13,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,12.63,0,1,1,0,0,0,0,100,1,0,1,0,1,1,76.9,0,1,1,0,0,0.859277,22,0,45
'Montana State University',1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,1,1,1,92.1,0,1,1,0,0,-0.602055,3650,1,45
'Pontifical Catholic University of Chile',1,0,0,1,1,0,0,0,1,1,0,1,4,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,15.43,0,1,0,0,0,1,0,100,1,0,1,1,1,1,70.4,0,1,0,0,0,-0.145409,3650,1,45
'Colorado State University',1,0,0,1,0,0,0,0,0,0,1,1,3,0,0,1,1,1,1,10,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,21,0,1,0,0,0,0,0,90,1,0,1,1,1,1,89.7,0,1,1,0,0,-0.241797,3650,1,45
'Newcastle University',1,0,0,1,0,0,0,1,0,0,1,1,10,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,8.59,0,1,1,1,0,1,1,75,1,0,1,1,0,1,98.5,0,1,1,0,0,-0.0993138,1,0,45
'University of Bucharest',1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,14.72,0,1,1,0,0,0,0,90,1,0,1,0,1,1,32.7,0,1,1,0,0,1.50001,0,0,45
'Jiangnan University',1,0,0,0,1,0,0,1,0,0,0,1,4,0,0,1,0,1,1,7,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,20,1,0,1,0,0,0,13.8,0,0,0,0,0,0.168852,3650,1,45
'Taras Shevchenko National University of Kyiv',1,0,0,0,0,0,0,0,1,1,1,1,5,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,18.59,0,1,0,0,0,0,0,0,1,0,1,0,1,1,50,0,0,0,0,0,0.0208823,1,0,45
'Technological University Dublin',1,0,0,1,1,0,0,0,0,0,1,1,10,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,15.91,0,1,0,1,0,0,0,90,1,0,1,1,1,1,96.8,0,1,1,0,0,-0.745554,1,0,45
'National and Kapodistrian University of Athens',1,0,0,1,0,0,0,1,0,0,0,1,5,1,1,1,1,1,1,12,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,1,1,37,0,1,0,0,0,-1.29684,1,0,45
'Jinan University',1,0,0,1,0,0,0,1,0,0,1,1,6,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,1,0,75,1,5,1,1,1,0,0,0,1,0,0,1.79176,-0.230071,243,0,45
'Carleton College',1,0,0,1,0,0,0,1,0,0,1,1,10,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,12.63,0,1,0,0,0,0,0,90,1,0,1,1,0,1,100,0,1,1,0,0,-1.13219,3650,1,45
